date,time,tweet,Traduccion,sentimiento_predicho,etiqueta_sentimiento,score_sentimiento
2023-03-03,,¡Manifiesto!✨️ Hoy fui y salí enmoradísima. Me subí y así casi que me voy a dar una vuelta ¡Hermosisimo el carro! ¡Háganme la buena!❤️‍🔥🙏💕,Manifesto!I got on and so I'm going to turn around the car!Make me the good! ❤️‍🔥🙏💕,0,Positive,0.9570859
2023-03-03,,"Se resolvió con la actualización de la app, gracias. También me sirvió el DM 👌🏼","It was resolved with the app update, thanks.DM 👌🏼 also served me",0,Positive,0.9174983
2023-03-03,,Ustedes son mi banco y la verdad lo estan haciendo muy bien!,You are my bank and you are doing very well!,0,Positive,0.97294044
2023-03-03,,Definitivamente👆🏽,Definitely,0,Positive,0.4923051
2023-03-04,,Gracias por secuestrar la plata en Ahorro 🤦‍♂️Bitcoin fixes this... literalmente eso me salva 🙄,Thanks for kidnapping the savings silver 🤦‍♂️bitcoin fixes this ... literally saves me 🙄,0,Positive,0.79009485
2023-03-04,,Gracias la transferencia fue aplicada al día siguiente,Thanks the transfer was applied the next day,0,Neutral,0.6028635
2023-03-06,,"Gracias, ya lo resolví jajaja, me equivoqué","Thanks, I already solved it hahaha, I was wrong",0,Positive,0.5738586
2023-03-06,,Quedó aclarado el tema. Gracias.,The subject was clarified.Thank you.,0,Positive,0.86873215
2023-03-07,,Bank run!!!,Bank run!!!,0,Neutral,0.5473955
2023-03-07,,Les respondí por privado. Saludos!,I replied privately.Greetings!,0,Positive,0.85388553
2023-03-07,,eso es bueno saberlo,That's good to know,0,Positive,0.9643301
2023-03-08,,Gracias por la información 🙏,Thanks for the information 🙏,0,Positive,0.91602933
2023-03-08,,Gracias!,Gracias!,0,Positive,0.77770084
2023-03-08,,Listo!!!,List !!!,0,Neutral,0.5697234
2023-03-08,,"Así te da la bienvenida a tu tarjeta de Metal, aún sin beneficios adicionales 🫠","Thus he welcomes you to your metal card, even without additional benefits 🫠",0,Positive,0.8623227
2023-03-08,,"Se cayó la app de todo ha sido una buena experiencia con ustedes, no me fallen cuando se les necesita","The app of everything has fallen has been a good experience with you, do not fail me when they are needed",0,Positive,0.7148308
2023-03-08,,La verdad es menos tedioso el proceso de hablar con alguien en me agrada mucho la experiencia.,The truth is less tedious the process of talking to someone in me a lot like the experience.,0,Neutral,0.55152446
2023-03-09,,"Gracias, ya les contesté","Thank you, I already answered you",0,Positive,0.81827706
2023-03-09,,ayuda!!!,aid!!!,0,Positive,0.5184255
2023-03-09,,"Si gracias, les volví a contestar hace un par de horas","If thanks, I answered them again a couple of hours ago",0,Neutral,0.7074778
2023-03-09,,"Fue más rápido marcar, tuve que hacer una caa de hechos en donde ponía los datos que quería cambiar y ya lo hicieron, por fin pude instalar el Token. el chico que me atendió súper bueno y amable! Se llama Christhian Hernández ❤️","It was faster to mark, I had to make a fall of facts where I put the data that I wanted to change and they already did, I could finally install the Token.The boy who attended me super good and kind!His name is Christhian Hernández ❤️",0,Positive,0.94745445
2023-03-10,,"me avisan si van a la quiebra, para sacar mi dinero de inversión a 7 días porfas y muchas gracias de antemano los amo ✨❤️‍🔥","They let me know if they go bankrupt, to get my investment money at 7 days please and thank you very much beforehand I love them ✨❤️‍🔥",0,Positive,0.9553689
2023-03-11,,"Yeah, son los mejores a pesar del veto","Yeah, they are the best despite the veto",0,Positive,0.94154745
2023-03-12,,Muchas gracias!,Thank you so much!,0,Positive,0.9851757
2023-03-12,,"solucionado, muchas gracias 🫶🏼","Solved, thank you very much 🫶🏼",0,Positive,0.9641097
2023-03-12,,Ya se puede,Now it can,0,Neutral,0.68821037
2023-03-13,,Gracias!,Gracias!,0,Positive,0.77770084
2023-03-13,,Gracias :),Gracias :),0,Positive,0.91678554
2023-03-13,,"Me siguen hablando en horario laboral.El que su personal de DHL descuide su trabajo, no significa que yo tenga que descuidar el mío.Si me van a hablar, que sea después de las 15 hrs o 3 pm.Agradezco que ésta vez si lean mi horario y me hablen cuando puedo atender el teléfono.","They keep talking to me during working hours. The one that their DHL staff neglects their work, does not mean that I have to neglect mine. If they will talk to me, that it is after the 15 hours or 3 pm.My schedule and talk to me when I can attend the phone.",0,Neutral,0.50799125
2023-03-13,,Exacto puntos lealtad que solo se cambian en su tiendaPor lo menos en Santander si tienda tenía tecnología y aículos para el hogar Mejor que lo cambien por más cashback,Exact loyalty points that are only changed in their store by at least in Santander if store had technology and home aicles better than changing it for more cashback,0,Neutral,0.7032737
2023-03-13,,Verdaderamente el mejor banco que hay 💖✨ los tqm mucho 🤠,Truly the best bank there are 💖✨ the tqm much 🤠,0,Positive,0.9861275
2023-03-13,,"Bueno, es que yo si pude ya.","Well, I could already.",0,Neutral,0.61711854
2023-03-13,,Excelente!!,Great!!,0,Positive,0.9337848
2023-03-13,,Excelente,Great,0,Positive,0.6990593
2023-03-13,,Muy bien excelente,Well done! Excellent,0,Positive,0.9648232
2023-03-13,,"Me gane un mes de Spotify y no soy usuario 😄, mejor que me cambien mi tarjeta, me gusta más la blanca del negocio. 😁","I won a month of Spotify and I'm not a user 😄, better I change my card, I like the white business.😁",0,Positive,0.77639025
2023-03-13,,es excelente! Yo eh trabajo varios años con ellos y todo perfecto,it's excellent!I have worked for several years with them and everything perfect,0,Positive,0.98475456
2023-03-14,,Super! Ojalá que esto pueda ser corregido en la app entonces. Apareció así hace unos días de repente. Gracias!Cc.,Super!Hopefully this can be corrected in the app then.It appeared like this a few days ago.Thanks! CC.,0,Positive,0.6368597
2023-03-14,,Wooow que emoción,Wooow what emotion,0,Neutral,0.4693228
2023-03-14,,🥳 Nunca me gano nada.Pero hoy empeze bien mi día 👍🏻,🥳 I never won anything. But today my day started 👍🏻,0,Positive,0.7761795
2023-03-14,,Exito🏳️‍🌈🏳️‍🌈,Success🏳️‍🌈🏳️‍🌈,0,Positive,0.73275995
2023-03-15,,"Ya les contesté, gracias","I already replied, thanks",0,Positive,0.6587751
2023-03-15,,Listos !!!!!!!!,Ready !!!!!!!,0,Positive,0.54399663
2023-03-15,,"Gracias ya los conocí, los use, y hoy los dejo, definitivamente no son lo mio, pero si los recomiendo! 👍 Bancos fintech mexicano","Thank you I already met them, I used them, and today I leave them, they are not my thing, but I do recommend!👍 Mexican Fintech Banks",0,Positive,0.7736677
2023-03-15,,"Cámbiate a HeyBanco, hasta el momento es la mejor que he probado. Te dan 2% de todo lo que gastas, y es dinero gratis si eres como yo que siempre paga a tiempo y nunca paga intereses.","Change to Heybanco, so far it is the best I have tried.They give you 2% of everything you spend, and it is free money if you are like me who always pays on time and never pays interest.",0,Positive,0.9167418
2023-03-15,,Wwwooowww que maravilla felicidades y por supuesto que ahí estaré para disfrutar de mi Chica Dorada,Wwwooowww that wonderful congratulations and of course I will be there to enjoy my golden girl,0,Positive,0.9920408
2023-03-15,,En verdad les agradezco ya que no tengo la tarjeta de débito y la necesito,I really thank you since I don't have the debit card and I need it,0,Positive,0.77381057
2023-03-16,,Muchas gracias por la información ahí nos vemos el 3 de Junio,Thank you very much for the information we see you on June 3,0,Positive,0.97701925
2023-03-16,,Pues bueno... xd,Well ... xD,0,Neutral,0.6904998
2023-03-16,,Es una DJ increíble,It is an incredible DJ,0,Positive,0.9264731
2023-03-16,,Muchas graciasQuedo en esperaSaludos.,Thank you very much in some healthy waiting.,0,Positive,0.96267486
2023-03-16,,Un festival 100% tercermundista. ¡Felicidades!,A 100% third world festival.Congratulations!,0,Positive,0.9518773
2023-03-16,,La Supermana hermosa 💕,The beautiful superman 💕,0,Positive,0.97327447
2023-03-17,,Gracias por el seguimiento!,Thanks for the follow up!,0,Positive,0.9703128
2023-03-17,,mi primera tdc 💳💓 thx,mi primera tdc 💳💓 thx,0,Positive,0.856534
2023-03-17,,Gracias por su respuesta,Thanks for your reply,0,Positive,0.94127667
2023-03-17,,"Gracias, espero su pronta respuesta de agradecimiento","Thank you, I hope your prompt response to thanks",0,Positive,0.9532291
2023-03-17,,Estoy sorprendido como permite que se organicen esas cosas. 🤮,I am surprised how those things are organized.🤮,0,Negative,0.8061408
2023-03-18,,"Gracias, como siempre super buena y rápida, la atención de su pae.","Thank you, as always super good and fast, the attention of your PAE.",0,Positive,0.9890592
2023-03-19,,Muchas gracias :),Thank you so much :),0,Positive,0.98710907
2023-03-21,,"Hola Quiero decirles que muchas gracias por el seguimiento a mi problema sobre el Token, ya quedo resuelto Muy buena atención, al final no fue problema de pae suya sino de mi operadora Saludos.","Hello, I want to tell you that thank you very much for the monitoring of my problem about the Token, since I am solved very good attention, in the end it was not the problem of your own but of my operator greetings.",0,Positive,0.92881435
2023-03-22,,Gracias,Gracias,0,Neutral,0.62235206
2023-03-22,,Hey ya no nos hagan sufrir más a los de la dinámica de tikitoki jajaja 😭💖,Hey no longer make us suffer more from the dynamics of Tikitoki hahaha 😭💖,0,Neutral,0.48595005
2023-03-23,,Que tal buen dia. Necesito ayuda.,How good day.I need help.,0,Positive,0.7216028
2023-03-23,,"Excelente servicio en atención a clientes 🫶🏻, nunca cambien! ❤️","Excellent customer service 🫶🏻, never change!❤️",0,Positive,0.97155964
2023-03-23,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,Ojito there with the dynamics of today wins a dynamic for a payment of the pal noe where I label ...,0,Neutral,0.9048548
2023-03-24,,Saludos bro. Gracias por ver los vídeos.,GREETINGS Bro.Thanks for watching the videos.,0,Positive,0.93541664
2023-03-24,,Gracias!,Gracias!,0,Positive,0.77770084
2023-03-24,,"Gracias, tocayo. Soy tu fan. ;)","Thanks, Tocayo.I'm your fan.;)",0,Positive,0.95669436
2023-03-24,,¡Hola! Permíteme conocer más de tu caso vía mensaje privado para poder dae la atención necesaria y rápida. ¡Saludos!,Hello!Let me know more about your case via private message to be able to give the necessary and fast attention.Greetings!,0,Positive,0.62116873
2023-03-24,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,Ojito there with the dynamics of today wins a dynamic for a payment of the pal noe where I label ...,0,Neutral,0.9048548
2023-03-24,,o fácil,Easy,0,Neutral,0.5115252
2023-03-25,,Gracias,Gracias,0,Neutral,0.62235206
2023-03-25,,"Hola! Ntp después de otros intentos me pudieron asistir, gracias!","Hello!NTP After other attempts they could attend me, thank you!",0,Positive,0.9414717
2023-03-26,,Si la anualidad es de $999. Si juntas $100k estas libre de la anualidad. Mucho mejor que ese pedazo de metal VISA Standard,If the annuity is $ 999.If you meet $ 100K you are free of annuity.Much better than that piece of metal visa standard,0,Positive,0.46179658
2023-03-26,,"exacto, todas son duales","Exact, all are dual",0,Neutral,0.7867466
2023-03-26,,Por eso Fondeadora Metal es World Elite;),That is why Metal Fondeadora is World Elite;),0,Positive,0.7659602
2023-03-28,,Ok gracias,OK thanks,0,Positive,0.5502417
2023-03-28,,"Gracias a Dios, JAJAJA.","Thank God, hahaha.",0,Positive,0.90258956
2023-03-28,,igual a mi con amazon.,equal to me with Amazon.,0,Neutral,0.7172714
2023-03-28,,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,This is the oppounity of a lifetime! Gotta watch this web3 developer's MEV strategy video and learn how to make some serious cash with crypto.,0,Positive,0.9113531
2023-03-28,,"Ese hombre merece que le mandes además de tan grata felicitación una foto especial, única y sin censura autografiada x la Diosa de TW.","That man deserves that you send him in addition to such pleasant congratulations a special, unique and uncensored autographic photo X the TW goddess.",0,Positive,0.9476681
2023-03-28,,Que Dios le pague con muchos hijos.,God pay you with many children.,0,Neutral,0.4966043
2023-03-28,,Mándamela a mi!! Yo se la hago llegar !! Jajaja. Chido que te resolvió !,Send me to me !!I get it !!Ha ha ha.Cool that solved you!,0,Positive,0.87539285
2023-03-28,,Le mando un beso tronado y apretón de nalga a Ángel Argüello de que en dos horas me resolvió un asunto que llevaba 59 días estancado. Agradecida con el de abajo 🥺,I send a tronado kiss and Nalga's squeeze to Ángel Argüello that in two hours I resolved an issue that had been stagnant for 59 days.Grateful to the one below 🥺,0,Positive,0.82536864
2023-03-29,,"No te había dicho que conozco a Angel, pero es muy tímido, si gustas yo le hago llegar el presente","I had not told you that I know Angel, but it is very shy, if you like I get the present",0,Neutral,0.73413295
2023-03-29,,"Gracias, ya recibí el código 👍","Thanks, I received the code 👍",0,Positive,0.916569
2023-03-29,,Ser agradecida. Y si es con el de abajo mejor...,Be grateful.And if it is with the one below ...,0,Positive,0.8499568
2023-03-29,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio enormemente; si ustedes gustan donar algo pueden hacerlo a la clabe 058597000024431851 en HeyBanco a nombre de Noris Vargas G. (Sin embargo también pueden","I also thank people who have wanted to make donations for the costumes, I certainly appreciate it and appreciate;If you like to donate something you can do it to clab 058597000024431851 in Heybanco in the name of Noris Vargas G. (however they can also",0,Positive,0.961794
2023-03-29,,Jajaja muy bien!,Hahaha very well!,0,Positive,0.9270845
2023-03-29,,OJITO ahí con las dinámicas de el día de hoy gane una dinámica para un abono del pal noe en donde me etiqueta…,Ojito there with the dynamics of today wins a dynamic for a payment of the pal noe where I label ...,0,Neutral,0.9048548
2023-03-29,,Amigues por primera vez en mi vida gane una dinámica JAJAJAJAJA Gracias no gane el pastel pero si esta dinámica ✨,"Friends for the first time in my life a dynamic hahahaha, thank you, do not win the cake but this dynamic ✨",0,Positive,0.9485191
2023-03-30,,Teniendo tantas juntas de Cashback y viendo los beneficios me dan ganas de sacar mis tarjetas de &amp;,Having so many cashback joints and seeing the benefits makes me want to get my & AMP cards;,0,Positive,0.91022104
2023-03-30,,"también agradezco mucho a las personas que han querido hacer donaciones para el vestuario, sin duda lo agradezco y aprecio…","I also thank people who have wanted to make donations for the costumes, I certainly appreciate it and appreciate ...",0,Positive,0.9795364
2023-03-31,,"Gracias, supongo que es así por semana santa, correcto? Saludos!","Thank you, I suppose it is so on Holy Week, correct?Greetings!",0,Positive,0.9555833
2023-03-31,,"Gracias, estaré pendiente a qué me responda","Thank you, I'll be aware of what I answer",0,Positive,0.6562276
2023-03-31,,"Es que hay un secreto para que te contesten rápido, te lo cuento cuando estemos bebiendo y no, ojalá me paguen, me resuelven súper rápido.","There is a secret to answer you quickly, I tell you when we are drinking and no, hopefully they pay me, they solve me super fast.",0,Positive,0.65446347
2023-04-01,,Muchas gracias!,Thank you so much!,0,Positive,0.9851757
2023-04-01,,Muchas gracias ya me comuniqué y me dieron folio de seguimiento respecto a mi situación y estoy en espera que me revuelva lo antes posible!,Thank you very much I already communicated and they gave me a folio to follow up on my situation and I am waiting for me to stir as soon as possible!,0,Positive,0.93445885
2023-04-03,,Gracias a Tamos readys en PalNoe 🦁,Thanks to tas readys in Palnoe 🦁,0,Positive,0.90287614
2023-04-03,,"Bueno, intento más tarde, muchas gracias, Maite!! Un gusto saludae☺️","Well, I try later, thank you very much, Mayte !!A pleasure to greet☺️",0,Positive,0.98759544
2023-04-03,,"Habla al número que está en la tarjeta, yo lo hice así y no tuve ningún problema en españa ;)","Talk to the number on the card, I did it like this and I had no problem in Spain;)",0,Positive,0.8397222
2023-04-03,,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,This web3 developer's MEV strategy is a game-changer. He's making over 5 ETH per week and you need to learn how!,0,Positive,0.9431233
2023-04-04,,"Te cuento lo que hice Yo tampoco tenía Historial pero tenía la de Nubank y hasta ahí todo bien, posterior fui con Heybanco, y realmente no interesaba usar su tarjeta.Pero vi que tenía un pagare y me interesóMe registre a la cuenta, no solicite plástico ni nada","I tell you what I did not have a history but I had the cloud and until there everything well, I went with Heybanco, and I really did not interest use his card. But I saw that I had a payment and I intersamed to register the account, do not request plasticNot anything",0,Neutral,0.5514745
2023-04-06,,Ya resolví gracias,I already solved thanks,0,Positive,0.7627912
2023-04-06,,Gracias por darnos agüita en para no morir de disentería por el agua puerca de los bebedores de 🤢,Thanks for giving us agüita in not dying of dysentery for the puerca water of the drinkers of 🤢,0,Neutral,0.4369202
2023-04-08,,Buenas tardes,Good afternoon,0,Positive,0.7834561
2023-04-08,,"¿Adivinen dónde estoy?¡Que buena experiencia, !","Guess where I am? What a good experience,!",0,Positive,0.98204595
2023-04-11,,"5/ Seguramente veremos a y dando más noticias de innovación y servicios, pero sobre todo generando más competencia en la industria financiera, lo cual beneficia a todos los usuarios.BancaDigital NuMéxico HeyBanco Innovación CompetenciaFinanciera Fintech","5/ Surely we will see and giving more news of innovation and services, but above all generating more competition in the financial industry, which benefits all users. NUMEXICO HEYBANCO INNOVATION COMPETITION FINTECH",0,Positive,0.813781
2023-04-11,,"4/ La gran ventaja de es su experiencia de 5 años en el mercado, ganando terreno entre los jóvenes por sus servicios y por patrocinar festivales de música, lo que les permite crecer junto con sus clientes.","4/ The great advantage of is their 5 -year experience in the market, gaining ground among young people for their services and for sponsoring music festivals, which allows them to grow along with their customers.",0,Positive,0.9344802
2023-04-13,,Gracias les volví a contestar el dm,Thank you I replied again the DM,0,Positive,0.90954626
2023-04-13,,"Gracias hey banco, solucionaron el problema.","Thanks Hey Banco, they solved the problem.",0,Positive,0.93072
2023-04-14,,Muchísimas gracias,Thanks a lot,0,Positive,0.92631984
2023-04-14,,Muchas gracias por su respuesta tan pronta.,Thank you very much for your early response.,0,Positive,0.98087317
2023-04-14,,"gracias por la pronta devolución, me sirvio para pagarle a","Thanks for the prompt return, I used to pay you",0,Positive,0.8728026
2023-04-15,,Muchas gracias mando DM a la brevedad,Thank you very much DM as soon as possible,0,Positive,0.9731809
2023-04-15,,No má gracias tío estuvo fantástico este descuento del 50% en mi checkup en,"Not more thanks, uncle was fantastic this 50% discount on my checkup in",0,Positive,0.9497157
2023-04-17,,"Super, gracias.",Super thanks.,0,Positive,0.9184492
2023-04-18,,"Correcto, esperaré el contacto por pae de ustedes para arreglar la situación de mi inversión hey pro al 10%","Correct, I will wait for your contact to fix the situation of my investment hey pro at 10%",0,Neutral,0.7365895
2023-04-19,,muchas gracias,thank you so much,0,Positive,0.9779764
2023-04-19,,"Excelente, muchas gracias por su sopoe, tío hey. De igual manera quiero agregar que el error ya fue solucionado, y adicional, durante el día recibí un SMS donde me notificaban que debido a una incidencia se mostraba el 5% y que lo estaban trabajando. Nuevamente gracias 🫂","Excellent, thank you very much for your sopoe, Uncle Hey.In the same way I want to add that the error was already solved, and additional, during the day I received an SMS where they notified me that due to an incidence it was 5% and that they were working.Thank you again 🫂",0,Positive,0.94989365
2023-04-19,,Muchas gracias. Voy a comunicarme entonces.,Thank you so much.I'm going to communicate then.,0,Positive,0.96000355
2023-04-19,,"Están en proceso de resolver según mensajes que me están enviando los de hey banco, saludos.","They are in the process of solving according to messages that are sending me those of Hey Banco, greetings.",0,Positive,0.5029024
2023-05-12,,Gracias,Gracias,0,Neutral,0.62235206
2023-05-12,,Ya me llego gracias,I received it. Thank you,0,Positive,0.9435913
2023-05-12,,"Un gusto saludae Erich, ponemos a tu disposición nuestra cuenta de correo electrónico en la que con gusto atenderemos tus dudas, escríbenos: asesoria@condusef.gob.mx , recuerda que CONDUSEF te apoya.","A pleasure greet Erich, we put at your disposal our email account in which we will gladly meet your doubts, write us: advice@condusef.gob.mx, remember that Condusef supports you.",0,Positive,0.9459195
2023-05-12,,el mejor banco &lt;3,THE BEST BANK & LT; 3,0,Positive,0.81747323
2023-05-12,,"Uno de los productos más esperados del año!!!! En YouTube ya tenemos el unboxing, activación y pequeña navegación por el app de la tarjeta metálica de ! Les compao el link del video: TarjetaDeCrédito HeyBanco","One of the most anticipated products of the year !!!!On YouTube we already have the unboxing, activation and small navigation through the Metal Card app of!The video link combines them: heybanco card card",0,Positive,0.95559365
2023-05-13,,Es la mejor que he visto hasta ahora,It is the best I've seen so far,0,Positive,0.98456174
2023-05-15,,Excelente muchas gracias,Excellent thank you very much,0,Positive,0.9635155
2023-05-15,,muchas gracias por su respuesta!,thank you very much for your reply!,0,Positive,0.9859218
2023-05-15,,"Llamar para pelear a me resta tiempo, kilos, neuronas, prácticamente me resta vida ese banco pitero.","Call to fight me time, kilos, neurons, that Banco Pitero is practically subtracted.",0,Negative,0.56864023
2023-05-15,,"hola, excelente tarde, me podrían ayudar con algo. Les mandé DM, por favor, muchas gracias 🙏","Hello, excellent afternoon, they could help me with something.I sent you DM, please, thank you very much 🙏",0,Positive,0.9439995
2023-05-15,,Me encanta que HeyBanco ya te manda notificación cuando se hace el cobro 🤙🏼,I love that Heybanco already sends you notification when the collection is made 🤙🏼,0,Positive,0.9868367
2023-05-15,,tienen algún tiempo estimado de respuesta,They have some estimated response time,0,Neutral,0.86008716
2023-05-15,,"Conociendo la contraseña y el usuario, se puede entrar fácilmente desde otro dispositivo y sin que te llegue algún tipo de notificación por vía SMS y correo electrónico, esto lo sabes muy bien","Knowing the password and the user, you can easily enter from another device and without some type of notification by SMS and email arrive, you know this very well",0,Neutral,0.5637294
2023-05-15,,Eso explica todo,That explains everything,0,Positive,0.5783938
2023-05-16,,"Hola si, hoy por la mañana ya tenía de nuevo mi usuario y funcionó con normalidad mi app","Hello yes, today my user had again and my app worked normally",0,Positive,0.9245697
2023-05-16,,¡CON RAZÓN!,JUSTLY!,0,Neutral,0.54602814
2023-05-16,,"Yo tengo la de garantía 😸, pero creo que voy bien, hasta cuántos meses se puede la de las normales, tengo inversión, nómina y cuenta de débitos ahi :)","I have the guarantee 😸, but I think I am going well, until how many months you can the normal, I have investment, payroll and an ahi debit account :)",0,Positive,0.936099
2023-05-16,,Que bueno que no cambie mi nómina a,Good that I do not change my payroll to,0,Neutral,0.51644087
2023-05-16,,Gracias por avisar,Thanks for warning,0,Positive,0.72713137
2023-05-16,,"Buen día, les envié un mensaje, espero me puedan ayudar. Gracias.","Good morning, I sent you a message, I hope you can help me.Thank you.",0,Positive,0.9295455
2023-05-16,,"Buenos días, una vez más sigo en espera","Good morning, once again I'm still waiting",0,Neutral,0.4894095
2023-05-17,,Gracias ya quedó resuelto,Thanks it was already resolved,0,Positive,0.70584494
2023-05-17,,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉👉🏼https://t.co/b6iYPqXW4F,What do you have excellent half of the week.,0,Neutral,0.56158984
2023-05-17,,solicito apoyo,I request support,0,Neutral,0.64429754
2023-05-17,,Qué tengas excelente mitad de semana.🔥🤔Para quienes aún tienen duda de cómo funciona la tarjeta Garantizada de 😉…,What do you have excellent half of the week.,0,Neutral,0.56158984
2023-05-18,,Ya quedó. Muchas gracias.,It already remained.Thank you so much.,0,Positive,0.9592542
2023-05-18,,Tqm ❤️❤️,Tqm ❤️❤️,0,Positive,0.9534263
2023-05-19,,"Ok, gracias",OK thanks,0,Positive,0.5502417
2023-05-19,,Jajaja. Siii. Muchos días. 😒 chale,Ha ha ha.Yessss.Many days.😒 Chale,0,Neutral,0.48571125
2023-05-19,,Todo resuelto Gracias equipo,All resolved thanks equipment,0,Positive,0.7295417
2023-05-20,,"Agradecido con que me ayudaron con una aclaración rapidísimo, cada día más feliz de haber dejado la banca tradicional por ustedes! 🙌","Grateful to that they helped me with a very quick clarification, every day happier to have left the traditional bank for you!🙌",0,Positive,0.98131543
2023-05-21,,Muchas gracias 🫶,Thank you very much 🫶,0,Positive,0.96691287
2023-05-21,,Hola buen día,Hello good morning,0,Positive,0.79645
2023-05-22,,Gracias !,Gracias !,0,Positive,0.68649244
2023-05-22,,"Listo, enviado! Saludos",Ready sent!Greetings,0,Positive,0.8939915
2023-05-22,,Me gusta heybanco para bajarles el mandado a los bancos españoles que dominan este país,I like Heybanco to lower the mandate to Spanish banks that dominate this country,0,Neutral,0.5792991
2023-05-23,,yo presumiendo el 10% anual de HeyBanco y que Klar decide sacar 14%… muy tentador,I presume the 10% annual heybanco and that Klar decides to get 14% ... very tempting,0,Positive,0.64645827
2023-05-23,,YA RESUELVEME ME URGE HACER UNA COMPRA,Solve me urges me to make a purchase,0,Neutral,0.8844724
2023-05-23,,"Recomiendo ampliamente que usen y como alternativas a los llamados bancos tradicionales. Si sus bancos les están cobrando alguna comisión de cualquier tipo en sus cuentas de débito o peor aún, no están generando nada, entonces están en el lugar incorrecto.","I widely recommend that they use and as alternatives to the so -called traditional banks.If their banks are charging any commission of any kind in their debit accounts or worse, they are not generating anything, then they are in the wrong place.",0,Negative,0.7044006
2023-05-24,,Gracias. Saludos,Thank you.Greetings,0,Positive,0.94121003
2023-05-24,,"Si, bueno me dijeron que tenía que marcar. Y si quedo.","Yes, well they told me I had to mark.And I am.",0,Neutral,0.6744857
2023-05-24,,Ay si pasó ya afounadamente. Jejeje.,"Oh, it was already afouno.Hahaha.",0,Neutral,0.63363665
2023-05-25,,Gracias! Ya les respondi!,Thank you!I already answered them!,0,Positive,0.95381474
2023-05-25,,Jaja nel,Jaja in,0,Neutral,0.7070006
2023-05-27,,"Okay, Gracias",OK thanks,0,Positive,0.5502417
2023-05-27,,Ya funcionó nuevamente la aplicación,The application has already worked again,0,Positive,0.8511592
2023-05-27,,"Me contestan a mi también, pero ya","They answer me too, but already",0,Neutral,0.71853393
2023-05-29,,"Listo, ya se los mandé , gracias .","Ready, I already sent them, thanks.",0,Positive,0.54099625
2023-05-29,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,With Hey you always have control of your finances and now also that of all your movements thanks to the notifications that ...,0,Neutral,0.74557054
2023-05-29,,"quiero trabajar con ustedes, me ayudan diciéndome como!","I want to work with you, they help me telling me how!",0,Positive,0.80808806
2023-05-30,,gracias!,gracias!,0,Positive,0.6935803
2023-05-30,,Con Hey siempre tienes el control de tus finanzas y ahora también el de todos tus movimientos gracias a las notificaciones qu…,With Hey you always have control of your finances and now also that of all your movements thanks to the notifications that ...,0,Neutral,0.74557054
2023-05-30,,Eficiencia,Efficiency,0,Neutral,0.6519497
2023-05-31,,Muchas gracias nunca me contestó. Afounadamente ya ha quedado resuelto.,Thank you very much he never answered.Affairs has already been resolved.,0,Positive,0.6528661
2023-05-31,,"¡Hola! Abre tu Cuenta Hey y obtén un boleto dorado cada mes para ganar.https://t.co/j45MnogZ Te recomiendo muchísimo la cuenta, de hecho la reseñan muy bien varios YouTubers de finanzas.","Hello!Open your hey account and get a golden ticket every month to win.https: //t.co/j45mnogz I greatly recommend the account, in fact several finance youtubers review it very well.",0,Positive,0.96268034
2023-05-31,,Muchas gracias por el Boleto Dorado ☺️,Thank you very much for the golden ticket ☺️,0,Positive,0.9896361
2023-06-01,,Gracias por la apoación. Saludos,Thanks for the apoación.Greetings,0,Positive,0.9706298
2023-06-01,,Esto es lo que yo llamo ServicioalCliente Mexico de verdad así es que un banco debe tratar a un cliente no es nada más meter el dinero. Aprendan,This is what I call the same mexico service so that a bank should treat a client is nothing more to put the money.Learn,0,Negative,0.8072618
2023-06-01,,"Buen día, es más fácil que usted obtenga el crédito con alguna caja popular, no hay peor lucha que la que no se hace, saludos","Good morning, it's easier for you",0,Positive,0.85911155
2023-06-02,,Gracias,Gracias,0,Neutral,0.62235206
2023-06-02,,Gracias quedó en espera,Thanks was on hold,0,Negative,0.5929223
2023-06-02,,les dejé un DM solicitando de su valioso apoyo.Saludos,I left them a DM requesting their valuable support.,0,Neutral,0.5558595
2023-06-02,,Muchas gracias Un mes gratis de,Thank you very much for a free month of,0,Positive,0.98961467
2023-06-03,,"Gracias, ya envié mi duda","Thanks, I already sent my question",0,Neutral,0.65889883
2023-06-03,,Gracias por responder! Me da mucho gusto que te hayan solucionado rápido. Ojalá así sea mi caso 🤞🏼Saludos,Thanks for answering!I am very pleased that they have solved you quickly.Hopefully my case is 🤞🏼Saludos,0,Positive,0.9862986
